tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,won
2003-D084,Davis Cup WG PO: SVK vs USA,Clay,4,D,20030919,4,103455,,,Michal Mertinak,R,180,SVK,23.9288158795,193,193,3-6 6-3 6-4,3,RR,,,,,,,,,,,1
2003-481,Copenhagen,Hard,32,A,20030224,1,103813,1,,Jarkko Nieminen,L,185,FIN,21.5906913073,35,1005,6-3 6-2,3,R32,63,5,0,46,23,11,11,8,5,10,0
2003-481,Copenhagen,Hard,32,A,20030224,2,103781,,,Jurgen Melzer,L,183,AUT,21.7604380561,93,427,6-4 6-4,3,R32,92,4,1,88,45,31,19,10,10,13,0
2003-481,Copenhagen,Hard,32,A,20030224,3,104059,,WC,Rasmus Norby,R,183,DEN,20.4572210815,1129,3,6-4 2-6 6-3,3,R32,128,4,7,108,57,39,22,14,6,10,0
2003-481,Copenhagen,Hard,32,A,20030224,4,104339,7,,Mario Ancic,R,196,CRO,18.9048596851,65,610,6-4 6-7(7) 7-6(2),3,R32,145,18,2,118,70,52,27,17,4,6,0
2003-481,Copenhagen,Hard,32,A,20030224,5,103324,,,Arnaud Di Pasquale,R,185,FRA,24.0355920602,97,414,7-6(3) 3-6 6-3,3,R32,110,8,9,90,57,42,10,15,3,7,0
2003-481,Copenhagen,Hard,32,A,20030224,6,104233,,WC,Frederik Nielsen,R,190,DEN,19.4962354552,1020,5,6-1 6-1,3,R32,40,2,0,41,22,8,6,7,5,11,0
2003-481,Copenhagen,Hard,32,A,20030224,7,102925,,,Justin Gimelstob,R,196,USA,26.0780287474,90,450,6-4 6-3,3,R32,71,5,2,55,23,17,11,9,0,4,0
2003-481,Copenhagen,Hard,32,A,20030224,8,103280,6,,Martin Verkerk,R,196,NED,24.3175906913,68,604,6-4 6-4,3,R32,62,9,1,56,37,28,9,10,2,4,0
2003-481,Copenhagen,Hard,32,A,20030224,9,102202,5,,Kenneth Carlsen,L,190,DEN,29.8562628337,59,646,6-7(3) 6-3 6-4,3,R32,134,10,4,93,60,48,12,15,2,5,0
2003-481,Copenhagen,Hard,32,A,20030224,10,104180,,Q,Gilles Muller,L,193,LUX,19.7973990418,290,101,7-5 6-4,3,R32,192,3,3,61,30,17,21,11,2,6,0
2003-481,Copenhagen,Hard,32,A,20030224,11,103435,,Q,Massimo Dellacqua,R,193,ITA,23.4688569473,313,90,7-6(6) 7-6(4),3,R32,104,14,3,80,54,41,13,12,1,2,0
2003-481,Copenhagen,Hard,32,A,20030224,12,104019,,,Kristof Vliegen,R,193,BEL,20.6762491444,111,358,6-2 6-3,3,R32,72,1,2,43,21,15,11,8,3,6,0
2003-481,Copenhagen,Hard,32,A,20030224,13,103171,8,,Raemon Sluiter,R,185,NED,24.8678986995,46,742,7-6(4) 7-5,3,R32,84,10,3,69,50,40,7,12,4,6,0
2003-481,Copenhagen,Hard,32,A,20030224,14,102821,,,Cecil Mamiit,R,173,PHI,26.6611909651,112,349,6-2 6-0,3,R32,48,1,1,48,37,20,1,7,6,11,0
2003-481,Copenhagen,Hard,32,A,20030224,15,103408,,,Brian Vahaly,R,183,USA,23.6030116359,82,519,6-4 6-4,3,R32,64,2,5,65,43,28,11,10,5,7,0
2003-481,Copenhagen,Hard,32,A,20030224,16,103133,,,Olivier Mutis,R,175,FRA,25.0595482546,96,418,7-6(5) 6-2,3,R32,68,1,7,67,44,29,12,10,2,4,0
2003-481,Copenhagen,Hard,32,A,20030224,17,102694,,,Lars Burgsmuller,R,183,GER,27.2197125257,106,370,6-1 6-2,3,R16,61,1,4,49,19,11,12,7,8,13,0
2003-481,Copenhagen,Hard,32,A,20030224,18,103181,,,Jiri Vanek,R,185,CZE,24.8377823409,186,192,6-7(4) 6-3 6-3,3,R16,128,9,1,107,54,42,22,15,8,13,0
2003-481,Copenhagen,Hard,32,A,20030224,19,101723,,Q,Magnus Larsson,R,193,SWE,32.9199178645,184,194,6-4 1-6 6-1,3,R16,86,10,3,68,45,36,7,12,4,7,0
2003-481,Copenhagen,Hard,32,A,20030224,20,102179,,,Antony Dupuis,R,185,FRA,29.9986310746,75,555,4-6 7-6(5) 1-0 RET,3,R16,113,8,4,88,51,30,15,12,5,10,0
2003-481,Copenhagen,Hard,32,A,20030224,21,103444,,,Jean Rene Lisnard,R,173,MON,23.4168377823,88,478,7-6(5) 7-6(6),3,R16,128,3,3,99,65,40,19,12,4,7,0
2003-481,Copenhagen,Hard,32,A,20030224,22,101820,,,Marc Rosset,R,201,SUI,32.2984257358,114,340,7-6(5) 6-3,3,R16,98,10,6,75,48,34,10,11,1,4,0
2003-481,Copenhagen,Hard,32,A,20030224,23,103709,,,Kristian Pless,R,188,DEN,22.0396988364,95,421,6-4 7-6(6),3,R16,86,9,2,71,43,34,15,11,0,1,0
2003-481,Copenhagen,Hard,32,A,20030224,24,103714,,WC,Andreas Vinciguerra,L,180,SWE,22.0123203285,117,333,6-7(4) 6-4 7-6(6),3,R16,109,13,3,106,69,56,25,17,4,5,0
2003-481,Copenhagen,Hard,32,A,20030224,25,102494,,Q,Tomas Behrend,R,193,GER,28.2026009582,144,259,6-4 6-1,3,QF,68,8,0,64,34,23,12,9,3,7,0
2003-481,Copenhagen,Hard,32,A,20030224,26,103971,,,Karol Beck,R,180,SVK,20.8952772074,83,510,6-4 1-6 6-2,3,QF,103,4,7,94,55,41,18,13,8,11,0
2003-481,Copenhagen,Hard,32,A,20030224,27,103356,,,Michel Kratochvil,R,185,SUI,23.8850102669,81,520,7-5 6-2,3,QF,86,2,2,75,42,24,15,10,5,9,0
2003-481,Copenhagen,Hard,32,A,20030224,28,102796,,,Magnus Norman,R,188,SWE,26.7378507871,98,413,6-7(7) 7-5 6-4,3,QF,137,7,2,108,70,55,20,17,4,6,0
2003-481,Copenhagen,Hard,32,A,20030224,29,103285,4,,Radek Stepanek,R,185,CZE,24.2436687201,56,667,6-3 6-7(2) 6-4,3,SF,129,11,7,95,59,43,16,15,5,9,0
2003-481,Copenhagen,Hard,32,A,20030224,30,101885,2,,Wayne Arthurs,L,190,AUS,31.9397672827,45,750,6-2 6-4,3,SF,60,2,1,52,30,26,5,9,1,4,0
2003-481,Copenhagen,Hard,32,A,20030224,31,103694,,,Olivier Rochus,R,168,BEL,22.0999315537,84,500,7-6(4) 6-4,3,F,100,1,4,82,42,22,25,11,7,10,0
2003-520,Roland Garros,Clay,128,G,20030526,1,103408,,,Brian Vahaly,R,183,USA,23.8521560575,76,564,6-4 6-1 6-7(6) 6-3,5,R128,193,1,6,164,105,53,29,20,10,20,0
2003-520,Roland Garros,Clay,128,G,20030526,2,102257,,,Greg Rusedski,L,193,GBR,29.7166324435,70,595,6-3 7-5 6-2,5,R128,116,5,3,86,48,31,17,14,7,12,0
2003-520,Roland Garros,Clay,128,G,20030526,3,103018,,,Max Mirnyi,R,196,BLR,25.8863791923,41,860,6-1 6-2 6-4,5,R128,102,15,4,81,44,34,9,12,4,9,0
2003-520,Roland Garros,Clay,128,G,20030526,4,104117,,Q,Giovanni Lapentti,R,193,ECU,20.3312799452,203,168,3-6 7-6(3) 3-6 3-1 RET,5,R128,163,3,8,128,74,48,27,18,9,14,0
2003-520,Roland Garros,Clay,128,G,20030526,5,103908,,,Paul Henri Mathieu,R,185,FRA,21.3661875428,44,836,7-5 6-3 6-3,5,R128,131,1,2,92,43,34,21,15,4,9,0
2003-520,Roland Garros,Clay,128,G,20030526,6,102259,,WC,Jerome Golmard,L,188,FRA,29.7084188912,136,285,6-2 6-7(5) 6-2 6-3,5,R128,151,6,15,130,64,41,28,18,11,19,0
2003-520,Roland Garros,Clay,128,G,20030526,7,103171,,,Raemon Sluiter,R,185,NED,25.1170431211,64,651,6-2 7-6(3) 2-6 6-0,5,R128,142,10,5,123,61,38,30,17,6,12,0
2003-520,Roland Garros,Clay,128,G,20030526,8,101820,,,Marc Rosset,R,201,SUI,32.5475701574,108,363,6-2 6-7(3) 6-3 7-6(3),5,R128,183,15,15,139,72,59,26,20,8,13,0
2003-520,Roland Garros,Clay,128,G,20030526,9,103373,,LL,Sergio Roitman,R,185,ARG,24.0273785079,134,288,6-7(3) 2-6 7-5 6-2 6-2,5,R128,218,7,6,162,91,60,30,24,11,19,0
2003-520,Roland Garros,Clay,128,G,20030526,10,101885,,,Wayne Arthurs,L,190,AUS,32.1889117043,57,720,6-1 4-6 6-1 7-6(2),5,R128,140,20,10,134,73,50,25,18,10,15,0
2003-520,Roland Garros,Clay,128,G,20030526,11,104755,,WC,Richard Gasquet,R,185,FRA,16.9363449692,130,303,6-3 7-6(4) 3-0 RET,5,R128,132,2,5,79,38,26,18,13,4,9,0
2003-520,Roland Garros,Clay,128,G,20030526,12,102860,18,,Agustin Calleri,R,183,ARG,26.6940451745,19,1375,7-5 7-6(2) 6-3,5,R128,139,4,3,107,60,43,22,17,3,8,0
2003-520,Roland Garros,Clay,128,G,20030526,13,102358,,,Thomas Enqvist,R,190,SWE,29.2019164956,100,400,6-3 6-4 6-2,5,R128,138,3,10,100,49,31,19,13,6,13,0
2003-520,Roland Garros,Clay,128,G,20030526,14,103888,,,Mardy Fish,R,188,USA,21.4592744695,51,752,7-6(3) 6-2 4-6 6-1,5,R128,158,16,8,129,62,48,29,18,3,8,0
2003-520,Roland Garros,Clay,128,G,20030526,15,102106,,,Davide Sanguinetti,R,188,ITA,30.7488021903,86,488,6-3 6-3 6-4,5,R128,94,5,5,96,55,36,18,14,6,11,0
2003-520,Roland Garros,Clay,128,G,20030526,16,103656,,,Albert Montanes,R,175,ESP,22.4941820671,104,385,6-4 6-3 3-6 7-5,5,R128,163,4,9,132,76,54,16,20,9,17,0
2003-520,Roland Garros,Clay,128,G,20030526,17,103356,,,Michel Kratochvil,R,185,SUI,24.1341546886,85,490,7-5 7-5 6-4,5,R128,143,3,2,114,66,41,25,17,7,13,0
2003-520,Roland Garros,Clay,128,G,20030526,18,102796,,,Magnus Norman,R,188,SWE,26.9869952088,82,516,6-4 6-1 6-3,5,R128,161,7,2,124,60,37,24,13,14,21,0
2003-520,Roland Garros,Clay,128,G,20030526,19,104076,,,Jose Acasuso,R,190,ARG,20.5968514716,50,763,4-6 6-3 6-4 6-2,5,R128,146,9,11,129,73,49,19,18,9,16,0
2003-520,Roland Garros,Clay,128,G,20030526,20,103166,,,Vladimir Voltchkov,R,180,BLR,25.1334702259,66,631,6-2 6-3 6-1,5,R128,100,1,4,74,47,24,10,12,4,11,0
2003-520,Roland Garros,Clay,128,G,20030526,21,102703,,,Hyung Taik Lee,R,180,KOR,27.3921971253,55,726,7-6(3) 6-4 7-6(4),5,R128,153,4,2,116,82,46,17,17,6,13,0
2003-520,Roland Garros,Clay,128,G,20030526,22,103694,,,Olivier Rochus,R,168,BEL,22.3490759754,59,673,4-6 2-6 6-1 6-1 6-3,5,R128,164,0,3,128,80,44,28,20,9,15,0
2003-520,Roland Garros,Clay,128,G,20030526,23,102565,,Q,Alexander Waske,R,188,GER,28.1533196441,116,335,3-6 6-2 7-5 1-6 6-3,5,R128,182,13,9,134,71,50,32,22,7,13,0
2003-520,Roland Garros,Clay,128,G,20030526,24,102437,,,Adrian Voinea,R,185,ROU,28.8021902806,99,401,6-4 7-6(3) 3-6 6-3,5,R128,197,5,8,143,72,37,41,20,16,24,0
2003-520,Roland Garros,Clay,128,G,20030526,25,102401,,WC,Scott Draper,L,178,AUS,28.9719370294,109,361,6-2 6-4 3-6 6-4,5,R128,140,4,2,112,66,40,22,19,9,16,0
2003-520,Roland Garros,Clay,128,G,20030526,26,102021,,WC,Michael Chang,R,175,USA,31.2553045859,142,267,7-5 6-1 6-1,5,R128,125,1,2,91,47,27,17,13,5,12,0
2003-520,Roland Garros,Clay,128,G,20030526,27,103693,,WC,Thierry Ascione,R,188,FRA,22.3518138261,177,195,3-6 6-2 6-4 6-4,5,R128,153,1,5,140,110,54,10,19,17,28,0
2003-520,Roland Garros,Clay,128,G,20030526,28,102998,,,Jan Michael Gambill,R,190,USA,25.9767282683,38,880,6-0 6-2 6-3,5,R128,92,3,4,79,43,26,12,12,7,14,0
2003-520,Roland Garros,Clay,128,G,20030526,29,102765,,,Nicolas Escude,R,185,FRA,27.1430527036,61,664,7-6(3) 6-7(4) 6-3 6-1,5,R128,187,11,6,133,69,52,27,20,3,9,0
2003-520,Roland Garros,Clay,128,G,20030526,30,102202,,,Kenneth Carlsen,L,190,DEN,30.1054072553,68,615,6-1 4-6 6-3 7-6(5),5,R128,160,9,6,126,71,47,26,19,8,14,0
2003-520,Roland Garros,Clay,128,G,20030526,31,103566,,,Michael Llodra,L,190,FRA,23.0198494182,132,298,6-4 6-3 6-2,5,R128,85,4,3,92,56,36,10,14,5,12,0
2003-520,Roland Garros,Clay,128,G,20030526,32,104053,6,,Andy Roddick,R,188,USA,20.7364818617,6,2225,6-7(3) 6-1 6-2 6-4,5,R128,140,7,5,119,62,43,25,18,9,15,0
2003-520,Roland Garros,Clay,128,G,20030526,33,103819,5,,Roger Federer,R,185,SUI,21.7960301164,5,2465,7-6(6) 6-2 7-6(3),5,R128,131,10,4,103,59,45,18,16,4,8,0
2003-520,Roland Garros,Clay,128,G,20030526,34,103318,,,Zeljko Krajan,R,178,CRO,24.3066392882,103,388,6-3 6-4 6-4,5,R128,99,6,1,73,46,27,17,14,1,5,0
2003-520,Roland Garros,Clay,128,G,20030526,35,101868,,Q,Dick Norman,L,203,BEL,32.2354551677,119,327,6-3 3-6 2-6 6-3 6-4,5,R128,188,16,8,156,94,57,35,22,9,15,0
2003-520,Roland Garros,Clay,128,G,20030526,36,103789,,,Irakli Labadze,L,188,GEO,21.9603011636,105,385,6-1 3-6 5-7 6-4 6-1,5,R128,199,7,15,162,105,67,18,22,18,28,0
2003-520,Roland Garros,Clay,128,G,20030526,37,102494,,,Tomas Behrend,R,193,GER,28.4517453799,102,393,6-4 6-2 6-3,5,R128,98,1,7,89,52,34,17,13,3,7,0
2003-520,Roland Garros,Clay,128,G,20030526,38,103781,,,Jurgen Melzer,L,183,AUT,22.0095824778,92,430,6-2 6-2 7-6(2),5,R128,105,0,5,87,47,29,20,14,1,6,0
2003-520,Roland Garros,Clay,128,G,20030526,39,103052,,Q,Mariano Delfino,R,183,ARG,25.6783025325,185,188,6-1 6-4 4-6 6-4,5,R128,187,2,5,152,100,54,28,19,15,23,0
2003-520,Roland Garros,Clay,128,G,20030526,40,102821,,,Cecil Mamiit,R,173,PHI,26.9103353867,131,301,6-1 2-6 6-4 6-2,5,R128,151,0,6,100,48,25,25,16,6,14,0
2003-520,Roland Garros,Clay,128,G,20030526,41,103898,,WC,Julien Benneteau,R,185,FRA,21.4291581109,182,191,6-2 6-3 6-2,5,R128,83,0,5,67,41,22,11,12,5,12,0
2003-520,Roland Garros,Clay,128,G,20030526,42,103917,,WC,Nicolas Mahut,R,190,FRA,21.3415468857,190,178,7-5 6-1 7-6(5),5,R128,156,5,7,97,48,33,21,16,3,10,0
2003-520,Roland Garros,Clay,128,G,20030526,43,102344,,,Karol Kucera,R,188,SVK,29.2265571526,49,768,6-2 6-3 6-2,5,R128,100,2,12,79,49,34,10,12,8,13,0
2003-520,Roland Garros,Clay,128,G,20030526,44,103758,,,Taylor Dent,R,188,USA,22.0862422998,40,872,6-4 6-3 7-6(3),5,R128,115,6,6,113,63,39,24,16,7,13,0
2003-520,Roland Garros,Clay,128,G,20030526,45,102642,,WC,Cyril Saulnier,R,190,FRA,27.7754962355,124,315,3-6 7-6(3) 6-3 7-5,5,R128,207,6,9,168,93,61,30,22,17,25,0
2003-520,Roland Garros,Clay,128,G,20030526,46,102730,,LL,Ivo Heuberger,R,188,SUI,27.2635181383,137,284,7-6(5) 4-6 6-2 6-2,5,R128,160,16,6,126,57,46,26,19,8,14,0
2003-520,Roland Garros,Clay,128,G,20030526,47,103297,,Q,Alex Kim,R,175,USA,24.4298425736,172,205,2-6 6-7(1) 7-5 6-2 6-2,5,R128,185,5,9,157,92,60,33,24,10,18,0
2003-520,Roland Garros,Clay,128,G,20030526,48,103835,,LL,Filippo Volandri,R,183,ITA,21.7193702943,79,535,7-6(7) 4-6 6-2 6-3,5,R128,158,1,5,137,100,64,14,20,7,14,0
2003-520,Roland Garros,Clay,128,G,20030526,49,102987,,,Andre Sa,R,185,BRA,26.0533880903,87,486,6-3 6-1 6-1,5,R128,94,0,4,86,52,26,13,12,9,17,0
2003-520,Roland Garros,Clay,128,G,20030526,50,102464,,Q,Todd Larkham,R,178,AUS,28.6160164271,202,169,6-3 6-3 4-6 2-6 6-3,5,R128,223,7,9,170,106,62,30,22,15,24,0
2003-520,Roland Garros,Clay,128,G,20030526,51,103714,,,Andreas Vinciguerra,L,180,SWE,22.2614647502,114,349,7-5 7-6(4) 4-6 6-0,5,R128,185,1,8,131,67,45,29,20,16,23,0
2003-520,Roland Garros,Clay,128,G,20030526,52,103176,,,David Sanchez,R,183,ESP,25.0978781656,48,768,6-3 6-0 6-0,5,R128,93,1,1,73,33,14,11,11,8,18,0
2003-520,Roland Garros,Clay,128,G,20030526,53,102179,,,Antony Dupuis,R,185,FRA,30.2477754962,80,535,6-4 6-4 6-4,5,R128,143,7,2,98,58,38,20,15,6,11,0
2003-520,Roland Garros,Clay,128,G,20030526,54,102997,,Q,Hermes Gamonal,R,180,CHI,25.9849418207,195,175,7-5 6-3 6-3,5,R128,130,3,5,92,64,35,9,15,9,18,0
2003-520,Roland Garros,Clay,128,G,20030526,55,103852,,,Feliciano Lopez,L,188,ESP,21.6783025325,53,749,6-2 7-6(8) 6-0,5,R128,96,4,6,84,48,27,17,13,3,9,0
2003-520,Roland Garros,Clay,128,G,20030526,56,103387,10,,Paradorn Srichaphan,R,185,THA,23.947980835,10,1830,6-4 3-6 6-0 7-5,5,R128,133,2,14,114,44,29,34,19,7,14,0
2003-520,Roland Garros,Clay,128,G,20030526,57,102374,16,,Alex Corretja,R,180,ESP,29.1225188227,17,1380,5-7 6-3 6-0 7-5,5,R128,188,8,6,126,56,32,30,20,8,19,0
2003-520,Roland Garros,Clay,128,G,20030526,58,102925,,,Justin Gimelstob,R,196,USA,26.3271731691,90,441,6-2 4-6 7-6(1) 6-1,5,R128,149,6,8,115,59,37,17,19,3,12,0
2003-520,Roland Garros,Clay,128,G,20030526,59,103252,,,Alberto Martin,R,175,ESP,24.7638603696,60,665,7-6(4) 6-0 6-0,5,R128,102,1,7,86,53,23,14,12,12,19,0
2003-520,Roland Garros,Clay,128,G,20030526,60,102369,,,Julien Boutter,R,190,FRA,29.1389459274,95,421,6-1 6-2 6-4,5,R128,99,9,10,87,43,27,15,12,7,13,0
2003-520,Roland Garros,Clay,128,G,20030526,61,102231,,Q,Alex Calatrava,R,190,ESP,29.9466119097,206,166,7-5 6-4 6-2,5,R128,137,4,5,127,70,36,31,15,14,20,0
2003-520,Roland Garros,Clay,128,G,20030526,62,102880,,,Alexander Popp,R,201,GER,26.5544147844,170,206,7-5 6-2 6-3,5,R128,99,0,9,88,51,28,16,14,6,13,0
2003-520,Roland Garros,Clay,128,G,20030526,63,102701,,,Marcelo Rios,L,175,CHI,27.4140999316,42,855,6-1 1-0 RET,5,R128,36,0,1,31,16,9,4,4,2,5,0
2003-520,Roland Garros,Clay,128,G,20030526,64,103971,,,Karol Beck,R,180,SVK,21.144421629,73,575,6-2 6-3 6-3,5,R128,95,6,3,80,45,26,15,13,6,12,0
2003-520,Roland Garros,Clay,128,G,20030526,65,103786,,,Nikolay Davydenko,R,178,RUS,21.9794661191,33,1001,6-3 4-6 6-3 7-6(5),5,R64,210,6,6,142,91,46,22,20,13,24,0
2003-520,Roland Garros,Clay,128,G,20030526,66,102035,,,Jonas Bjorkman,R,183,SWE,31.1731690623,69,600,7-6(2) 6-3 6-4,5,R64,135,3,0,89,44,35,23,15,2,5,0
2003-520,Roland Garros,Clay,128,G,20030526,67,103133,,,Olivier Mutis,R,175,FRA,25.3086926762,83,513,6-2 1-6 6-2 6-2,5,R64,138,7,5,116,51,35,21,16,9,17,0
2003-520,Roland Garros,Clay,128,G,20030526,68,102271,,,Hicham Arazi,L,175,MAR,29.5989048597,91,433,6-1 6-0 6-1,5,R64,82,0,0,72,36,13,15,10,7,15,0
2003-520,Roland Garros,Clay,128,G,20030526,69,103285,,,Radek Stepanek,R,185,CZE,24.4928131417,47,787,6-3 5-7 6-4 3-6 6-4,5,R64,218,11,4,151,98,71,23,25,4,9,0
2003-520,Roland Garros,Clay,128,G,20030526,70,102644,,,Franco Squillari,L,183,ARG,27.7590691307,89,458,4-6 6-1 6-4 6-3,5,R64,184,3,7,128,66,41,29,18,12,19,0
2003-520,Roland Garros,Clay,128,G,20030526,71,102694,,,Lars Burgsmuller,R,183,GER,27.4688569473,93,429,6-3 6-3 6-3,5,R64,132,1,4,78,43,29,14,13,5,10,0
2003-520,Roland Garros,Clay,128,G,20030526,72,103900,8,,David Nalbandian,R,180,ARG,21.3963039014,8,1935,6-3 6-3 4-6 2-6 6-1,5,R64,171,2,2,109,58,33,27,21,1,9,0
2003-520,Roland Garros,Clay,128,G,20030526,73,103454,,,Nicolas Massu,R,183,CHI,23.6249144422,84,502,6-2 3-0 RET,5,R64,42,5,3,34,16,12,3,6,2,6,0
2003-520,Roland Garros,Clay,128,G,20030526,74,101774,,,Todd Martin,R,198,USA,32.8815879535,94,428,7-6(5) 5-7 6-1 7-5,5,R64,207,5,5,151,81,56,29,21,8,15,0
2003-520,Roland Garros,Clay,128,G,20030526,75,102768,,Q,Federico Browne,R,180,ARG,27.1321013005,147,249,6-3 4-6 6-3 6-1,5,R64,138,3,2,109,75,43,14,18,3,11,0
2003-520,Roland Garros,Clay,128,G,20030526,76,103206,14,,Sebastien Grosjean,R,175,FRA,24.9911019849,15,1575,7-6(3) 6-3 6-3,5,R64,132,3,0,91,49,35,20,15,0,4,0
2003-520,Roland Garros,Clay,128,G,20030526,77,102148,,,Fabrice Santoro,R,178,FRA,30.4585900068,54,745,6-1 6-3 6-4,5,R64,111,3,0,80,46,22,16,13,2,9,0
2003-520,Roland Garros,Clay,128,G,20030526,78,102287,,,Albert Portas,R,188,ESP,29.5249828884,81,524,6-3 4-6 6-4 6-2,5,R64,147,2,5,114,75,47,19,18,8,15,0
2003-520,Roland Garros,Clay,128,G,20030526,79,103047,,Q,Julien Varlet,R,180,FRA,25.711156742,163,214,1-6 1-6 7-6(4) 6-2 6-4,5,R64,192,2,5,141,94,57,27,22,6,13,0
2003-520,Roland Garros,Clay,128,G,20030526,80,102227,,,Sargis Sargsian,R,180,ARM,29.9767282683,67,623,6-3 7-5 3-6 6-2,5,R64,145,2,4,117,79,53,16,19,11,17,0
2003-520,Roland Garros,Clay,128,G,20030526,81,103632,,,Luis Horna,R,180,PER,22.6940451745,88,465,4-6 6-4 4-6 7-5 6-2,5,R64,170,2,3,134,97,64,19,25,4,12,0
2003-520,Roland Garros,Clay,128,G,20030526,82,102770,,,John Van Lottum,R,185,NED,27.1238877481,96,410,7-5 6-1 2-6 6-1,5,R64,115,7,10,106,59,40,20,17,7,13,0
2003-520,Roland Garros,Clay,128,G,20030526,83,103970,,,David Ferrer,R,175,ESP,21.1471594798,65,638,4-6 6-4 6-1 6-3,5,R64,158,1,6,129,71,39,27,18,6,14,0
2003-520,Roland Garros,Clay,128,G,20030526,84,103444,,,Jean Rene Lisnard,R,173,MON,23.665982204,98,405,4-6 6-2 6-4 6-0,5,R64,166,4,5,109,48,32,23,16,6,14,0
2003-520,Roland Garros,Clay,128,G,20030526,85,104043,,Q,Marc Lopez,R,175,ESP,20.8186173854,213,158,6-4 3-6 0-6 6-1 6-3,5,R64,167,0,5,131,70,44,31,21,10,17,0
2003-520,Roland Garros,Clay,128,G,20030526,86,103484,24,,James Blake,R,185,USA,23.40862423,27,1155,6-3 4-6 7-6(2) 6-4,5,R64,145,3,1,126,80,56,23,20,3,7,0
2003-520,Roland Garros,Clay,128,G,20030526,87,102851,,LL,Giorgio Galimberti,R,180,ITA,26.7186858316,117,335,6-2 5-7 6-2 6-1,5,R64,142,3,8,117,67,35,22,17,9,18,0
2003-520,Roland Garros,Clay,128,G,20030526,88,102882,,,Mark Philippoussis,R,196,AUS,26.546201232,52,750,6-2 6-4 7-6(7),5,R64,128,6,4,100,64,40,18,15,1,6,0
2003-520,Roland Garros,Clay,128,G,20030526,89,103017,,,Nicolas Kiefer,R,183,GER,25.8891170431,77,556,6-3 5-7 6-3 6-1,5,R64,190,7,7,121,48,31,30,19,10,19,0
2003-520,Roland Garros,Clay,128,G,20030526,90,104022,27,,Mikhail Youzhny,R,183,RUS,20.9171800137,30,1100,3-6 6-4 5-7 6-2 6-4,5,R64,259,8,6,162,76,48,47,24,14,22,0
2003-520,Roland Garros,Clay,128,G,20030526,91,103294,,Q,Christophe Rochus,R,170,BEL,24.4435318275,101,399,6-4 6-4 6-3,5,R64,103,0,2,101,75,45,16,15,9,13,0
2003-520,Roland Garros,Clay,128,G,20030526,92,103103,,,Dominik Hrbaty,R,183,SVK,25.3880903491,62,660,6-2 6-4 6-2,5,R64,117,2,6,99,52,27,15,13,13,23,0
2003-520,Roland Garros,Clay,128,G,20030526,93,103264,,,Mariano Puerta,L,180,ARG,24.681724846,97,408,6-2 6-2 6-4,5,R64,101,4,4,68,34,25,15,13,5,10,0
2003-520,Roland Garros,Clay,128,G,20030526,94,102338,17,,Yevgeny Kafelnikov,R,190,RUS,29.2648870637,18,1375,6-4 3-6 6-0 6-7(0) 6-4,5,R64,235,1,9,169,96,64,31,24,13,21,0
2003-520,Roland Garros,Clay,128,G,20030526,95,102905,,,Stefan Koubek,L,175,AUT,26.392881588,72,575,3-6 4-6 6-4 7-5 8-6,5,R64,234,7,4,173,86,51,47,28,15,26,0
2003-520,Roland Garros,Clay,128,G,20030526,96,104339,,,Mario Ancic,R,196,CRO,19.1540041068,74,574,5-7 1-6 6-4 6-2 7-5,5,R64,193,12,10,150,80,50,34,25,10,20,0
2003-520,Roland Garros,Clay,128,G,20030526,97,103720,1,,Lleyton Hewitt,R,180,AUS,22.2477754962,1,4210,4-6 1-6 6-3 6-2 6-3,5,R32,204,3,12,145,69,49,33,22,14,22,0
2003-520,Roland Garros,Clay,128,G,20030526,98,103292,21,,Gaston Gaudio,R,175,ARG,24.4599589322,22,1230,7-6(1) 7-5 5-7 6-3,5,R32,216,4,9,138,86,62,20,22,7,12,0
2003-520,Roland Garros,Clay,128,G,20030526,99,102839,,,Nicolas Lapentti,R,188,ECU,26.7816563997,58,675,4-6 4-6 6-3 6-4 6-4,5,R32,279,9,6,149,84,55,40,24,11,16,0
2003-520,Roland Garros,Clay,128,G,20030526,100,102934,,Q,Nicolas Coutelot,R,185,FRA,26.288843258,208,165,6-4 6-3 6-2,5,R32,126,5,10,107,49,28,27,14,13,19,0
2003-520,Roland Garros,Clay,128,G,20030526,101,102450,25,,Tim Henman,R,185,GBR,28.7173169062,28,1130,4-6 6-2 6-4 6-2,5,R32,170,6,6,124,65,44,26,18,12,18,0
2003-520,Roland Garros,Clay,128,G,20030526,102,102950,,,Fernando Vicente,R,180,ESP,26.2149212868,63,651,7-6(3) 6-3 6-3,5,R32,132,5,2,97,51,31,21,15,5,11,0
2003-520,Roland Garros,Clay,128,G,20030526,103,102854,12,,Sjeng Schalken,R,193,NED,26.7104722793,13,1755,7-6(4) 6-3 3-1 RET,5,R32,97,2,4,74,48,29,12,12,4,9,0
