tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,won
2004-615,Dusseldorf,Clay,64,A,20040517,12,104068,,,Robby Ginepri,R,183,USA,21.6098562628,39,860,7-5 6-7(1) 6-4,3,RR,142,6,1,120,60,38,32,17,8,13,0
2004-615,Dusseldorf,Clay,64,A,20040517,13,103280,,,Martin Verkerk,R,196,NED,25.5441478439,19,1330,1-6 7-6(2) 7-5,3,RR,150,16,9,118,68,52,22,16,10,12,0
2004-615,Dusseldorf,Clay,64,A,20040517,14,103720,,,Lleyton Hewitt,R,180,AUS,23.2251882272,12,1525,6-3 5-7 7-6(5),3,RR,163,4,4,114,60,41,22,16,8,14,0
2004-615,Dusseldorf,Clay,64,A,20040517,15,103280,,,Martin Verkerk,R,196,NED,25.5441478439,19,1330,4-6 6-2 6-4,3,RR,124,17,6,96,58,40,16,14,11,15,0
2004-615,Dusseldorf,Clay,64,A,20040517,16,104068,,,Robby Ginepri,R,183,USA,21.6098562628,39,860,6-7(5) 6-3 7-5,3,RR,126,6,2,120,78,55,15,16,9,13,0
2004-615,Dusseldorf,Clay,64,A,20040517,17,102434,,,Vincent Spadea,R,183,USA,29.8288843258,28,1070,7-6(5) 6-2,3,RR,82,0,3,62,38,28,10,10,2,5,0
2004-605,Masters Cup,Hard,8,F,20041115,1,103292,,,Gaston Gaudio,R,175,ARG,25.9356605065,10,1920,6-1 7-6(4),3,RR,96,1,3,85,58,33,15,9,12,14,0
2004-605,Masters Cup,Hard,8,F,20041115,2,103720,,,Lleyton Hewitt,R,180,AUS,23.7234770705,3,3190,6-3 6-4,3,RR,76,6,2,60,39,27,9,9,4,6,0
2004-605,Masters Cup,Hard,8,F,20041115,3,102845,,,Carlos Moya,R,190,ESP,28.219028063,5,2420,6-3 3-6 6-3,3,RR,107,6,5,87,58,43,13,13,6,8,0
2004-605,Masters Cup,Hard,8,F,20041115,4,103498,,,Marat Safin,R,193,RUS,24.8021902806,4,2860,6-3 7-6(18),3,SF,108,6,2,86,56,42,14,10,4,6,0
2004-605,Masters Cup,Hard,8,F,20041115,5,103720,,,Lleyton Hewitt,R,180,AUS,23.7234770705,3,3190,6-3 6-2,3,F,67,1,3,55,28,14,15,8,5,8,0
2004-605,Masters Cup,Hard,8,F,20041115,6,103292,,,Gaston Gaudio,R,175,ARG,25.9356605065,10,1920,6-3 6-4,3,RR,83,1,1,44,22,16,13,9,2,5,0
2004-605,Masters Cup,Hard,8,F,20041115,7,103292,,,Gaston Gaudio,R,175,ARG,25.9356605065,10,1920,6-2 6-1,3,RR,59,2,5,48,30,19,3,7,2,6,0
2004-605,Masters Cup,Hard,8,F,20041115,8,102450,,,Tim Henman,R,185,GBR,30.1930184805,7,2365,7-5 7-6(6),3,RR,104,1,2,72,49,40,10,12,0,1,0
2004-605,Masters Cup,Hard,8,F,20041115,9,103498,,,Marat Safin,R,193,RUS,24.8021902806,4,2860,7-6(7) 7-6(4),3,RR,110,16,1,87,53,42,19,12,2,3,0
2004-605,Masters Cup,Hard,8,F,20041115,10,103909,,,Guillermo Coria,R,175,ARG,22.8391512663,6,2400,7-6(4) 6-3,3,RR,86,3,1,79,55,35,12,10,6,8,0
2004-605,Masters Cup,Hard,8,F,20041115,11,104053,,,Andy Roddick,R,188,USA,22.212183436,2,3355,6-3 6-2,3,SF,58,9,1,44,29,18,6,8,3,6,0
2004-605,Masters Cup,Hard,8,F,20041115,12,102845,,,Carlos Moya,R,190,ESP,28.219028063,5,2420,6-7(5) 6-2 6-4,3,RR,138,11,3,110,64,41,28,15,8,11,0
2004-605,Masters Cup,Hard,8,F,20041115,13,103909,,,Guillermo Coria,R,175,ARG,22.8391512663,6,2400,6-2 6-2,3,RR,70,0,3,54,41,25,3,8,4,8,0
2004-D001,Davis Cup WG R1: AUS vs SWE,Hard,4,D,20040206,1,102882,,,Mark Philippoussis,R,196,AUS,27.2361396304,9,1715,6-3 6-4 6-2,5,RR,,,,,,,,,,,0
2004-D001,Davis Cup WG R1: AUS vs SWE,Hard,4,D,20040206,2,104417,,,Robin Soderling,R,193,SWE,19.4688569473,54,650,6-4 6-3 6-1,5,RR,,,,,,,,,,,0
2004-D001,Davis Cup WG R1: AUS vs SWE,Hard,4,D,20040206,3,102882,,,Mark Philippoussis,R,196,AUS,27.2361396304,9,1715,7-5 6-2 6-2,5,RR,,,,,,,,,,,0
2004-D001,Davis Cup WG R1: AUS vs SWE,Hard,4,D,20040206,4,101885,,,Wayne Arthurs,L,190,AUS,32.8788501027,111,360,7-6(8) 3-6 6-4,3,RR,,,,,,,,,,,0
2004-D002,Davis Cup WG R1: USA vs AUT,Hard,4,D,20040206,1,103781,,,Jurgen Melzer,L,183,AUT,22.6995208761,76,472,6-7(6) 4-6 6-4 6-4 6-2,5,RR,,,,,,,,,,,0
2004-D002,Davis Cup WG R1: USA vs AUT,Hard,4,D,20040206,2,102905,,,Stefan Koubek,L,175,AUT,27.0828199863,94,410,6-4 6-4 6-2,5,RR,,,,,,,,,,,0
2004-D002,Davis Cup WG R1: USA vs AUT,Hard,4,D,20040206,3,103781,,,Jurgen Melzer,L,183,AUT,22.6995208761,76,472,6-4 6-2,3,RR,,,,,,,,,,,0
2004-D002,Davis Cup WG R1: USA vs AUT,Hard,4,D,20040206,4,102905,,,Stefan Koubek,L,175,AUT,27.0828199863,94,410,7-5 6-2,3,RR,,,,,,,,,,,0
2004-D003,Davis Cup WG R1: BLR vs RUS,Carpet,4,D,20040206,1,103166,,,Vladimir Voltchkov,R,180,BLR,25.8234086242,121,336,6-7(3) 7-6(4) 5-7 4-4 RET,5,RR,,,,,,,,,,,0
2004-D003,Davis Cup WG R1: BLR vs RUS,Carpet,4,D,20040206,2,103498,,,Marat Safin,R,193,RUS,24.0164271047,32,1055,7-6(3) 7-6(5) 1-6 4-6 11-9,5,RR,,,,,,,,,,,0
2004-D003,Davis Cup WG R1: BLR vs RUS,Carpet,4,D,20040206,3,104214,,,Igor Andreev,R,185,RUS,20.5557837098,81,453,6-3 6-4 6-4,5,RR,,,,,,,,,,,0
2004-D003,Davis Cup WG R1: BLR vs RUS,Carpet,4,D,20040206,4,104022,,,Mikhail Youzhny,R,183,RUS,21.607118412,55,625,7-5 6-2 6-4,5,RR,,,,,,,,,,,0
2004-D004,Davis Cup WG R1: MAR vs ARG,Hard,4,D,20040206,1,103007,,,Mounir El Aarej,R,,MAR,26.6310746064,404,70,6-1 6-1 6-4,5,RR,,,,,,,,,,,0
2004-D004,Davis Cup WG R1: MAR vs ARG,Hard,4,D,20040206,2,102271,,,Hicham Arazi,L,175,MAR,30.288843258,38,943,4-6 6-1 7-5 2-1 RET,5,RR,,,,,,,,,,,0
2004-D004,Davis Cup WG R1: MAR vs ARG,Hard,4,D,20040206,3,103029,,,Mehdi Tahiri,R,183,MAR,26.5160848734,611,28,6-2 7-6(4),3,RR,,,,,,,,,,,0
2004-D004,Davis Cup WG R1: MAR vs ARG,Hard,4,D,20040206,4,103007,,,Mounir El Aarej,R,,MAR,26.6310746064,404,70,7-6(1) 3-6 6-1,3,RR,,,,,,,,,,,0
2004-D005,Davis Cup WG R1: ROU vs SUI,Clay,4,D,20040206,1,103356,,,Michel Kratochvil,R,185,SUI,24.8240930869,147,257,6-4 6-3 5-7 6-4,5,RR,,,,,,,,,,,0
2004-D005,Davis Cup WG R1: ROU vs SUI,Clay,4,D,20040206,2,103812,,,Victor Hanescu,R,198,ROU,22.5352498289,72,493,7-6(4) 6-3 6-1,5,RR,,,,,,,,,,,0
2004-D005,Davis Cup WG R1: ROU vs SUI,Clay,4,D,20040206,3,102318,,,Andrei Pavel,R,183,ROU,30.0150581793,53,664,6-3 6-2 7-5,5,RR,,,,,,,,,,,0
2004-D005,Davis Cup WG R1: ROU vs SUI,Clay,4,D,20040206,4,104527,,,Stanislas Wawrinka,R,183,SUI,18.8501026694,162,225,6-3 6-7(3) 6-3,3,RR,,,,,,,,,,,0
2004-D006,Davis Cup WG R1: FRA vs CRO,Clay,4,D,20040206,1,104339,,,Mario Ancic,R,196,CRO,19.8439425051,107,370,6-4 6-3 6-3,5,RR,,,,,,,,,,,0
2004-D006,Davis Cup WG R1: FRA vs CRO,Clay,4,D,20040206,2,103693,,,Thierry Ascione,R,188,FRA,23.0417522245,82,451,7-5 6-4 6-4,5,RR,,,,,,,,,,,0
2004-D006,Davis Cup WG R1: FRA vs CRO,Clay,4,D,20040206,3,103344,,,Ivan Ljubicic,R,193,CRO,24.8761122519,35,1000,6-2 3-6 7-6(3) 6-4,5,RR,,,,,,,,,,,0
2004-D006,Davis Cup WG R1: FRA vs CRO,Clay,4,D,20040206,4,103333,,,Ivo Karlovic,R,208,CRO,24.9281314168,67,520,7-6(5) 6-2,3,RR,,,,,,,,,,,0
2004-D007,Davis Cup WG R1: NED vs CAN,Clay,4,D,20040206,1,104433,,,Frank Dancevic,R,185,CAN,19.3511293634,217,165,6-3 5-7 6-2 6-1,5,RR,,,,,,,,,,,0
2004-D007,Davis Cup WG R1: NED vs CAN,Clay,4,D,20040206,2,103225,,,Simon Larose,R,190,CAN,25.5989048597,233,151,6-4 7-6(9) 4-6 6-3,5,RR,,,,,,,,,,,0
2004-D007,Davis Cup WG R1: NED vs CAN,Clay,4,D,20040206,3,104433,,,Frank Dancevic,R,185,CAN,19.3511293634,217,165,6-7(5) 6-2 7-5 6-3,5,RR,,,,,,,,,,,0
2004-D007,Davis Cup WG R1: NED vs CAN,Clay,4,D,20040206,4,103225,,,Simon Larose,R,190,CAN,25.5989048597,233,151,6-2 7-5,3,RR,,,,,,,,,,,0
2004-D008,Davis Cup WG R1: CZE vs ESP,Carpet,4,D,20040206,1,104745,,,Rafael Nadal,L,185,ESP,17.6673511294,40,917,7-6(2) 6-3 7-6(3),5,RR,,,,,,,,,,,0
2004-D008,Davis Cup WG R1: CZE vs ESP,Carpet,4,D,20040206,2,103285,,,Radek Stepanek,R,185,CZE,25.18275154,49,740,7-5 3-6 7-6(4) 7-6(7),5,RR,,,,,,,,,,,0
2004-D008,Davis Cup WG R1: CZE vs ESP,Carpet,4,D,20040206,3,104607,,,Tomas Berdych,R,196,CZE,18.3764544832,98,397,6-4 6-7(2) 6-3 6-2,5,RR,,,,,,,,,,,0
2004-D008,Davis Cup WG R1: CZE vs ESP,Carpet,4,D,20040206,4,103285,,,Radek Stepanek,R,185,CZE,25.18275154,49,740,7-6(2) 7-6(4) 6-3,5,RR,,,,,,,,,,,0
2004-D009,Davis Cup WG QF: USA vs SWE,Hard,4,D,20040409,1,103888,,,Mardy Fish,R,188,USA,22.3216974675,18,1280,4-6 6-3 6-2 7-5,5,RR,,,,,,,,,,,0
2004-D009,Davis Cup WG QF: USA vs SWE,Hard,4,D,20040409,2,102358,,,Thomas Enqvist,R,190,SWE,30.0643394935,62,574,6-4 7-5 6-2,5,RR,,,,,,,,,,,0
2004-D009,Davis Cup WG QF: USA vs SWE,Hard,4,D,20040409,3,102035,,,Jonas Bjorkman,R,183,SWE,32.0355920602,27,1083,7-6(3) 6-4 6-0,5,RR,,,,,,,,,,,0
2004-D009,Davis Cup WG QF: USA vs SWE,Hard,4,D,20040409,4,102563,,,Thomas Johansson,R,180,SWE,29.0349075975,204,178,3-6 6-1 6-4,3,RR,,,,,,,,,,,0
2004-D010,Davis Cup WG QF: BLR vs ARG,Carpet,4,D,20040409,1,102860,,,Agustin Calleri,R,183,ARG,27.5564681725,19,1265,6-3 6-4 6-2,5,RR,,,,,,,,,,,0
2004-D010,Davis Cup WG QF: BLR vs ARG,Carpet,4,D,20040409,2,103084,,,Guillermo Canas,R,185,ARG,26.3600273785,83,479,6-2 6-2 6-2,5,RR,,,,,,,,,,,0
2004-D010,Davis Cup WG QF: BLR vs ARG,Carpet,4,D,20040409,3,102463,,,Lucas Arnold Ker,R,180,ARG,29.4811772758,,,6-1 6-2,3,RR,,,,,,,,,,,0
2004-D010,Davis Cup WG QF: BLR vs ARG,Carpet,4,D,20040409,4,104338,,,Juan Monaco,R,185,ARG,20.0191649555,137,277,3-6 6-3 6-3,3,RR,,,,,,,,,,,0
2004-D011,Davis Cup WG QF: SUI vs FRA,Hard,4,D,20040409,1,102765,,,Nicolas Escude,R,185,FRA,28.0054757016,81,484,6-2 6-4 6-4,5,RR,,,,,,,,,,,0
2004-D011,Davis Cup WG QF: SUI vs FRA,Hard,4,D,20040409,2,102730,,,Ivo Heuberger,R,188,SUI,28.1259411362,133,297,6-3 6-3 6-2,5,RR,,,,,,,,,,,0
2004-D011,Davis Cup WG QF: SUI vs FRA,Hard,4,D,20040409,3,103096,,,Arnaud Clement,R,173,FRA,26.2997946612,25,1095,6-2 7-5 6-4,5,RR,,,,,,,,,,,0
2004-D011,Davis Cup WG QF: SUI vs FRA,Hard,4,D,20040409,4,103356,,,Michel Kratochvil,R,185,SUI,24.9965776865,197,185,7-6(3) 6-4 7-6(6),5,RR,,,,,,,,,,,0
2004-D012,Davis Cup WG QF: ESP vs NED,Clay,4,D,20040409,1,103280,,,Martin Verkerk,R,196,NED,25.4291581109,17,1335,6-2 7-5 6-4,5,RR,,,,,,,,,,,0
2004-D012,Davis Cup WG QF: ESP vs NED,Clay,4,D,20040409,2,103171,,,Raemon Sluiter,R,185,NED,25.9794661191,78,495,6-2 6-2 6-4,5,RR,,,,,,,,,,,0
2004-D012,Davis Cup WG QF: ESP vs NED,Clay,4,D,20040409,3,103280,,,Martin Verkerk,R,196,NED,25.4291581109,17,1335,6-4 6-7(5) 4-6 7-5 6-1,5,RR,,,,,,,,,,,0
2004-D012,Davis Cup WG QF: ESP vs NED,Clay,4,D,20040409,4,102854,,,Sjeng Schalken,R,193,NED,27.5728952772,14,1455,6-3 6-4,3,RR,,,,,,,,,,,0
2004-D013,Davis Cup WG SF: USA vs BLR,Hard,4,D,20040924,1,103166,,,Vladimir Voltchkov,R,180,BLR,26.4558521561,162,249,6-1 6-4 6-4,5,RR,,,,,,,,,,,0
2004-D013,Davis Cup WG SF: USA vs BLR,Hard,4,D,20040924,2,103018,,,Max Mirnyi,R,196,BLR,27.2087611225,63,630,7-5 6-2 3-6 6-3,5,RR,,,,,,,,,,,0
2004-D013,Davis Cup WG SF: USA vs BLR,Hard,4,D,20040924,3,108657,,,Alexander Skrypko,U,,BLR,18.2231348392,,,6-4 6-2,3,RR,,,,,,,,,,,0
2004-D013,Davis Cup WG SF: USA vs BLR,Hard,4,D,20040924,4,103888,,,Mardy Fish,R,188,USA,22.7816563997,28,1105,0-3 Played and abandoned,5,RR,,,,,,,,,,,0
2004-D014,Davis Cup WG SF: ESP vs FRA,Clay,4,D,20040924,1,102845,,,Carlos Moya,R,190,ESP,28.0657084189,6,2670,6-3 3-6 2-6 6-3 6-3,5,RR,,,,,,,,,,,0
2004-D014,Davis Cup WG SF: ESP vs FRA,Clay,4,D,20040924,2,102148,,,Fabrice Santoro,R,178,FRA,31.780971937,36,904,6-3 6-1 1-6 6-3,5,RR,,,,,,,,,,,0
2004-D014,Davis Cup WG SF: ESP vs FRA,Clay,4,D,20040924,3,103096,,,Arnaud Clement,R,173,FRA,26.7597535934,65,623,6-4 6-1 6-2,5,RR,,,,,,,,,,,0
2004-D014,Davis Cup WG SF: ESP vs FRA,Clay,4,D,20040924,4,103908,,,Paul Henri Mathieu,R,185,FRA,22.688569473,77,516,6-4 6-4,3,RR,,,,,,,,,,,0
2004-D015,Davis Cup WG F: ESP vs USA,Clay,4,D,20041203,1,103888,,,Mardy Fish,R,188,USA,22.9733059548,37,935,6-4 6-2 6-3,5,RR,,,,,,,,,,,0
2004-D015,Davis Cup WG F: ESP vs USA,Clay,4,D,20041203,2,104053,,,Andy Roddick,R,188,USA,22.250513347,2,3655,6-7(6) 6-2 7-6(6) 6-2,5,RR,,,,,,,,,,,0
2004-D015,Davis Cup WG F: ESP vs USA,Clay,4,D,20041203,3,104053,,,Andy Roddick,R,188,USA,22.250513347,2,3655,6-2 7-6(1) 7-6(5),5,RR,,,,,,,,,,,0
2004-D015,Davis Cup WG F: ESP vs USA,Clay,4,D,20041203,4,103990,,,Tommy Robredo,R,180,ESP,22.5817932923,13,1465,7-6(8) 6-2,3,RR,,,,,,,,,,,0
2004-D016,Davis Cup G1 R1: LUX vs FIN,Hard,4,D,20040206,1,102538,,,Tuomas Ketola,R,185,FIN,28.9472963723,173,208,4-6 7-5 7-5 6-2,5,RR,,,,,,,,,,,0
2004-D016,Davis Cup G1 R1: LUX vs FIN,Hard,4,D,20040206,2,107098,,,Gilles Kremer,R,,LUX,,899,9,6-2 6-1 6-4,5,RR,,,,,,,,,,,0
2004-D016,Davis Cup G1 R1: LUX vs FIN,Hard,4,D,20040206,3,103813,,,Jarkko Nieminen,L,185,FIN,22.5297741273,39,940,6-2 6-2 4-6 7-6(6),5,RR,,,,,,,,,,,0
2004-D016,Davis Cup G1 R1: LUX vs FIN,Hard,4,D,20040206,4,103046,,,Janne Ojala,R,,FIN,26.4038329911,537,37,4-6 6-3 6-2,3,RR,,,,,,,,,,,0
2004-D017,Davis Cup G1 R1: ZIM vs GRE,Hard,4,D,20040206,1,102061,,,Kevin Ullyett,R,178,ZIM,31.6960985626,,,6-4 7-5 3-6 7-6(4),5,RR,,,,,,,,,,,0
2004-D017,Davis Cup G1 R1: ZIM vs GRE,Hard,4,D,20040206,2,103505,,,Vasilis Mazarakis,R,178,GRE,23.9808350445,287,117,6-3 6-3 6-4,5,RR,,,,,,,,,,,0
2004-D017,Davis Cup G1 R1: ZIM vs GRE,Hard,4,D,20040206,3,103891,,,Alexandros Jakupovic,R,,GRE,22.135523614,612,28,6-4 6-2 7-5,5,RR,,,,,,,,,,,0
2004-D017,Davis Cup G1 R1: ZIM vs GRE,Hard,4,D,20040206,4,103413,,,Genius Chidzikwe,R,,ZIM,24.501026694,397,71,6-3 4-6 6-3,3,RR,,,,,,,,,,,0
2004-D018,Davis Cup G1 R2: GER vs ISR,Hard,4,D,20040409,1,103174,,,Noam Okun,R,185,ISR,25.9712525667,168,227,6-2 6-2 6-1,5,RR,,,,,,,,,,,0
2004-D018,Davis Cup G1 R2: GER vs ISR,Hard,4,D,20040409,2,103248,,,Harel Levy,R,185,ISR,25.6673511294,102,393,6-2 7-5 6-3,5,RR,,,,,,,,,,,0
2004-D018,Davis Cup G1 R2: GER vs ISR,Hard,4,D,20040409,3,103248,,,Harel Levy,R,185,ISR,25.6673511294,102,393,6-3 7-6(5),3,RR,,,,,,,,,,,0
2004-D018,Davis Cup G1 R2: GER vs ISR,Hard,4,D,20040409,4,103174,,,Noam Okun,R,185,ISR,25.9712525667,168,227,6-2 6-7(2) 7-6(3),3,RR,,,,,,,,,,,0
2004-D019,Davis Cup G1 R2: LUX vs GBR,Hard,4,D,20040409,1,103157,,,Arvind Parmar,R,193,GBR,26.0396988364,148,262,4-6 7-5 3-6 6-4 6-4,5,RR,,,,,,,,,,,0
2004-D019,Davis Cup G1 R2: LUX vs GBR,Hard,4,D,20040409,2,107098,,,Gilles Kremer,R,,LUX,,888,10,6-3 6-3 6-2,5,RR,,,,,,,,,,,0
2004-D019,Davis Cup G1 R2: LUX vs GBR,Hard,4,D,20040409,3,104180,,,Gilles Muller,L,193,LUX,20.9089664613,155,257,7-6(2) 6-2 6-1,5,RR,,,,,,,,,,,0
2004-D019,Davis Cup G1 R2: LUX vs GBR,Hard,4,D,20040409,4,103877,,,Mike Scheidweiler,R,188,LUX,22.3901437372,468,53,6-3 7-6(5),3,RR,,,,,,,,,,,0
2004-D020,Davis Cup G1 R2: BEL vs ZIM,Clay,4,D,20040409,1,103694,,,Olivier Rochus,R,168,BEL,23.2114989733,68,534,3-6 7-6(3) 6-3 3-6 6-2,5,RR,,,,,,,,,,,0
2004-D020,Davis Cup G1 R2: BEL vs ZIM,Clay,4,D,20040409,2,103413,,,Genius Chidzikwe,R,,ZIM,24.6735112936,406,72,6-0 6-1 6-3,5,RR,,,,,,,,,,,0
2004-D020,Davis Cup G1 R2: BEL vs ZIM,Clay,4,D,20040409,3,102286,,,Wayne Black,R,170,ZIM,30.3901437372,364,86,4-6 2-6 6-3 7-6(6) 6-4,5,RR,,,,,,,,,,,0
2004-D020,Davis Cup G1 R2: BEL vs ZIM,Clay,4,D,20040409,4,103413,,,Genius Chidzikwe,R,,ZIM,24.6735112936,406,72,6-3 6-0,3,RR,,,,,,,,,,,0
2004-D021,Davis Cup G1 R2: RSA vs SVK,Grass,4,D,20040409,1,101965,,,Wayne Ferreira,R,185,RSA,32.5557837098,50,750,6-3 6-4 6-7(10) 6-2,5,RR,,,,,,,,,,,0
2004-D021,Davis Cup G1 R2: RSA vs SVK,Grass,4,D,20040409,2,103325,,,Wesley Moodie,R,196,RSA,25.1389459274,114,365,6-4 7-6(4) 7-6(5),5,RR,,,,,,,,,,,0
2004-D021,Davis Cup G1 R2: RSA vs SVK,Grass,4,D,20040409,3,103103,,,Dominik Hrbaty,R,183,SVK,26.250513347,28,1081,6-4 6-2,3,RR,,,,,,,,,,,0
2004-D021,Davis Cup G1 R2: RSA vs SVK,Grass,4,D,20040409,4,103455,,,Michal Mertinak,R,180,SVK,24.4845995893,180,209,7-6(8) 7-6(3),3,RR,,,,,,,,,,,0
2004-D022,Davis Cup G1 PO: ISR vs FIN,Hard,4,D,20040923,1,103248,,,Harel Levy,R,185,ISR,26.1273100616,147,279,6-4 6-4 6-3,5,RR,,,,,,,,,,,0
2004-D022,Davis Cup G1 PO: ISR vs FIN,Hard,4,D,20040923,2,103813,,,Jarkko Nieminen,L,185,FIN,23.1622176591,69,600,6-4 7-5 6-4,5,RR,,,,,,,,,,,0
2004-D022,Davis Cup G1 PO: ISR vs FIN,Hard,4,D,20040923,3,103544,,,Andy Ram,R,180,ISR,24.4462696783,341,85,6-1 6-1 4-6 6-2,5,RR,,,,,,,,,,,0
2004-D022,Davis Cup G1 PO: ISR vs FIN,Hard,4,D,20040923,4,102538,,,Tuomas Ketola,R,185,FIN,29.5797399042,217,175,6-2 6-2 6-2,5,RR,,,,,,,,,,,0
2004-D023,Davis Cup G1 PO: RSA vs GRE,Hard,4,D,20040924,1,103505,,,Vasilis Mazarakis,R,178,GRE,24.6132785763,272,123,6-3 5-7 7-5 6-2,5,RR,,,,,,,,,,,0
2004-D023,Davis Cup G1 PO: RSA vs GRE,Hard,4,D,20040924,2,103077,,,Konstantinos Economidis,R,188,GRE,26.8829568789,258,140,6-3 6-2 7-6(4),5,RR,,,,,,,,,,,0
2004-D023,Davis Cup G1 PO: RSA vs GRE,Hard,4,D,20040924,3,101965,,,Wayne Ferreira,R,185,RSA,33.015742642,109,380,6-3 1-6 6-4,3,RR,,,,,,,,,,,0
2004-D023,Davis Cup G1 PO: RSA vs GRE,Hard,4,D,20040924,4,103891,,,Alexandros Jakupovic,R,,GRE,22.7679671458,624,25,6-3 6-4,3,RR,,,,,,,,,,,0
2004-D024,Davis Cup G1 R1: VEN vs PAR,Hard,4,D,20040206,1,102655,,,Jimy Szymanski,R,175,VEN,28.3832991102,421,64,6-4 6-1,3,RR,,,,,,,,,,,0
2004-D024,Davis Cup G1 R1: VEN vs PAR,Hard,4,D,20040206,2,102740,,,Francisco Rodriguez,R,,PAR,27.9014373717,430,61,2-6 6-2 4-6 6-2 6-1,5,RR,,,,,,,,,,,0
2004-D024,Davis Cup G1 R1: VEN vs PAR,Hard,4,D,20040206,3,103739,,,Jose De Armas,R,,VEN,22.8583162218,301,108,4-6 1-6 6-3 6-1 6-4,5,RR,,,,,,,,,,,0
2004-D024,Davis Cup G1 R1: VEN vs PAR,Hard,4,D,20040206,4,104700,,,Daniel Vallverdu,R,,VEN,17.8809034908,1170,3,7-5 6-3,3,RR,,,,,,,,,,,0
2004-D025,Davis Cup G1 R1: PER vs CHI,Clay,4,D,20040206,1,103632,,,Luis Horna,R,180,PER,23.3839835729,64,548,6-4 6-4 6-1,5,RR,,,,,,,,,,,0
2004-D025,Davis Cup G1 R1: PER vs CHI,Clay,4,D,20040206,2,103525,,,Ivan Miranda,R,175,PER,23.9041752225,126,319,6-2 6-4 6-3,5,RR,,,,,,,,,,,0
2004-D025,Davis Cup G1 R1: PER vs CHI,Clay,4,D,20040206,3,103736,,,Diego Acuna,U,,PER,22.8720054757,891,9,7-5 6-3,3,RR,,,,,,,,,,,0
2004-D025,Davis Cup G1 R1: PER vs CHI,Clay,4,D,20040206,4,108907,,,Piero Demichelli,U,,PER,24.5503080082,,,6-2 6-2,3,RR,,,,,,,,,,,0
2004-D026,Davis Cup G1 R2: BRA vs PAR,Clay,4,D,20040409,1,103228,,,Marcos Daniel,R,180,BRA,25.7549623546,198,185,6-4 1-6 2-6 6-4 11-9,5,RR,,,,,,,,,,,0
2004-D026,Davis Cup G1 R2: BRA vs PAR,Clay,4,D,20040409,2,103395,,,Julio Silva,R,173,BRA,24.7638603696,360,88,7-6(3) 6-4 6-1,5,RR,,,,,,,,,,,0
2004-D026,Davis Cup G1 R2: BRA vs PAR,Clay,4,D,20040409,3,103397,,,Alexandre Simoni,R,188,BRA,24.7611225188,301,114,6-1 7-6(6) 6-3,5,RR,,,,,,,,,,,0
2004-D026,Davis Cup G1 R2: BRA vs PAR,Clay,4,D,20040409,4,105367,,,Daniel Alejandro Lopez Cassaccia,R,,PAR,14.7570157426,,,6-1 3-0 RET,5,RR,,,,,,,,,,,0
2004-D027,Davis Cup G1 R2: CHI vs ECU,Clay,4,D,20040409,1,104117,,,Giovanni Lapentti,R,193,ECU,21.1937029432,141,272,6-3 6-2 6-2,5,RR,,,,,,,,,,,0
2004-D027,Davis Cup G1 R2: CHI vs ECU,Clay,4,D,20040409,2,102839,,,Nicolas Lapentti,R,188,ECU,27.6440793977,64,558,6-2 6-2 6-4,5,RR,,,,,,,,,,,0
2004-D027,Davis Cup G1 R2: CHI vs ECU,Clay,4,D,20040409,3,104008,,,Carlos Avellan,U,,ECU,21.8480492813,577,32,6-1 6-3,3,RR,,,,,,,,,,,0
2004-D027,Davis Cup G1 R2: CHI vs ECU,Clay,4,D,20040409,4,104260,,,Johny De Leon,U,,ECU,20.4681724846,1077,5,6-3 6-3,3,RR,,,,,,,,,,,0
2004-D028,Davis Cup G1 PO: VEN vs BRA,Hard,4,D,20040716,1,104698,,,Diego Cubas,U,,BRA,18.3299110198,1102,5,4-6 6-0 7-6(5) 6-3,5,RR,,,,,,,,,,,0
2004-D028,Davis Cup G1 PO: VEN vs BRA,Hard,4,D,20040716,2,104680,,,Bruno Rosa,U,,BRA,18.4065708419,1124,4,6-2 6-3 6-4,5,RR,,,,,,,,,,,0
2004-D028,Davis Cup G1 PO: VEN vs BRA,Hard,4,D,20040716,3,108628,,,Jhonnatan Medina Alvarez,U,,VEN,22.4969199179,,,7-5 7-6(4),3,RR,,,,,,,,,,,0
2004-D028,Davis Cup G1 PO: VEN vs BRA,Hard,4,D,20040716,4,103286,,,Yohny Romero,R,,VEN,25.6153319644,824,12,6-3 6-4,3,RR,,,,,,,,,,,0
2004-D029,Davis Cup G1 PO: ECU vs PER,Hard,4,D,20040716,1,104342,,,Matias Silva,U,,PER,20.2819986311,,,6-2 6-4 6-2,5,RR,,,,,,,,,,,0
2004-D029,Davis Cup G1 PO: ECU vs PER,Hard,4,D,20040716,2,108908,,,Mario Alberto Cayo,U,,PER,19.1375770021,,,6-2 6-0 6-0,5,RR,,,,,,,,,,,0
2004-D029,Davis Cup G1 PO: ECU vs PER,Hard,4,D,20040716,3,104260,,,Johny De Leon,U,,ECU,20.7364818617,872,10,6-3 3-6 6-1,3,RR,,,,,,,,,,,0
